縣市,年度,服務類別,服務子類別,CMS 等級,性別,人數
新北市,2023,交通接送服務,,第3級,女,4754
新北市,2023,交通接送服務,,第4級,計,8858
新北市,2023,交通接送服務,,第4級,男,3942
新北市,2023,交通接送服務,,第4級,女,4916
新北市,2023,交通接送服務,,第5級,計,7005
新北市,2023,交通接送服務,,第5級,男,3392
新北市,2023,交通接送服務,,第5級,女,3613
新北市,2023,交通接送服務,,第6級,計,4550
新北市,2023,交通接送服務,,第6級,男,2031
新北市,2023,交通接送服務,,第6級,女,2519
新北市,2023,交通接送服務,,第7級,計,5107
新北市,2023,交通接送服務,,第7級,男,2337
新北市,2023,交通接送服務,,第7級,女,2770
新北市,2023,交通接送服務,,第8級,計,5893
新北市,2023,交通接送服務,,第8級,男,2689
新北市,2023,交通接送服務,,第8級,女,3204
新北市,2024,交通接送服務,,總計,計,51418
新北市,2024,交通接送服務,,總計,男,22198
新北市,2024,交通接送服務,,總計,女,29220
新北市,2024,交通接送服務,,第2級,計,8227
新北市,2024,交通接送服務,,第2級,男,3071
新北市,2024,交通接送服務,,第2級,女,5156
新北市,2024,交通接送服務,,第3級,計,9814
新北市,2024,交通接送服務,,第3級,男,4031
新北市,2024,交通接送服務,,第3級,女,5783
新北市,2024,交通接送服務,,第4級,計,9967
新北市,2024,交通接送服務,,第4級,男,4366
新北市,2024,交通接送服務,,第4級,女,5601
新北市,2024,交通接送服務,,第5級,計,7527
新北市,2024,交通接送服務,,第5級,男,3565
新北市,2024,交通接送服務,,第5級,女,3962
新北市,2024,交通接送服務,,第6級,計,4663
新北市,2024,交通接送服務,,第6級,男,2134
新北市,2024,交通接送服務,,第6級,女,2529
新北市,2024,交通接送服務,,第7級,計,5325
新北市,2024,交通接送服務,,第7級,男,2399
新北市,2024,交通接送服務,,第7級,女,2926
新北市,2024,交通接送服務,,第8級,計,5895
新北市,2024,交通接送服務,,第8級,男,2632
新北市,2024,交通接送服務,,第8級,女,3263
臺北市,2021,交通接送服務,,總計,計,18188
臺北市,2021,交通接送服務,,總計,男,7823
臺北市,2021,交通接送服務,,總計,女,10365
臺北市,2021,交通接送服務,,第2級,計,66
臺北市,2021,交通接送服務,,第2級,男,29
臺北市,2021,交通接送服務,,第2級,女,37
臺北市,2021,交通接送服務,,第3級,計,169
臺北市,2021,交通接送服務,,第3級,男,56
臺北市,2021,交通接送服務,,第3級,女,113
臺北市,2021,交通接送服務,,第4級,計,4259
臺北市,2021,交通接送服務,,第4級,男,1730
臺北市,2021,交通接送服務,,第4級,女,2529
臺北市,2021,交通接送服務,,第5級,計,3355
臺北市,2021,交通接送服務,,第5級,男,1554
臺北市,2021,交通接送服務,,第5級,女,1801
臺北市,2021,交通接送服務,,第6級,計,2498
臺北市,2021,交通接送服務,,第6級,男,1061
臺北市,2021,交通接送服務,,第6級,女,1437
臺北市,2021,交通接送服務,,第7級,計,3586
臺北市,2021,交通接送服務,,第7級,男,1554
臺北市,2021,交通接送服務,,第7級,女,2032
臺北市,2021,交通接送服務,,第8級,計,4255
臺北市,2021,交通接送服務,,第8級,男,1839
臺北市,2021,交通接送服務,,第8級,女,2416
臺北市,2022,交通接送服務,,總計,計,28415
臺北市,2022,交通接送服務,,總計,男,11670
臺北市,2022,交通接送服務,,總計,女,16745
臺北市,2022,交通接送服務,,第2級,計,2540
臺北市,2022,交通接送服務,,第2級,男,803
臺北市,2022,交通接送服務,,第2級,女,1737
臺北市,2022,交通接送服務,,第3級,計,3589
臺北市,2022,交通接送服務,,第3級,男,1377
臺北市,2022,交通接送服務,,第3級,女,2212
臺北市,2022,交通接送服務,,第4級,計,5773
臺北市,2022,交通接送服務,,第4級,男,2295
臺北市,2022,交通接送服務,,第4級,女,3478
臺北市,2022,交通接送服務,,第5級,計,4158
臺北市,2022,交通接送服務,,第5級,男,1917
臺北市,2022,交通接送服務,,第5級,女,2241
臺北市,2022,交通接送服務,,第6級,計,3044
臺北市,2022,交通接送服務,,第6級,男,1347
臺北市,2022,交通接送服務,,第6級,女,1697
臺北市,2022,交通接送服務,,第7級,計,4284
臺北市,2022,交通接送服務,,第7級,男,1792
臺北市,2022,交通接送服務,,第7級,女,2492
臺北市,2022,交通接送服務,,第8級,計,5027
臺北市,2022,交通接送服務,,第8級,男,2139
臺北市,2022,交通接送服務,,第8級,女,2888
臺北市,2023,交通接送服務,,總計,計,38000
臺北市,2023,交通接送服務,,總計,男,15308
臺北市,2023,交通接送服務,,總計,女,22692
臺北市,2023,交通接送服務,,第2級,計,3805
臺北市,2023,交通接送服務,,第2級,男,1276
臺北市,2023,交通接送服務,,第2級,女,2529
臺北市,2023,交通接送服務,,第3級,計,5282
臺北市,2023,交通接送服務,,第3級,男,1937
臺北市,2023,交通接送服務,,第3級,女,3345
臺北市,2023,交通接送服務,,第4級,計,8039
臺北市,2023,交通接送服務,,第4級,男,3159
臺北市,2023,交通接送服務,,第4級,女,4880
臺北市,2023,交通接送服務,,第5級,計,5552
臺北市,2023,交通接送服務,,第5級,男,2488
臺北市,2023,交通接送服務,,第5級,女,3064
臺北市,2023,交通接送服務,,第6級,計,3988
臺北市,2023,交通接送服務,,第6級,男,1711
臺北市,2023,交通接送服務,,第6級,女,2277
臺北市,2023,交通接送服務,,第7級,計,5210
臺北市,2023,交通接送服務,,第7級,男,2214
臺北市,2023,交通接送服務,,第7級,女,2996
臺北市,2023,交通接送服務,,第8級,計,6124
臺北市,2023,交通接送服務,,第8級,男,2523
臺北市,2023,交通接送服務,,第8級,女,3601
臺北市,2024,交通接送服務,,總計,計,40860
臺北市,2024,交通接送服務,,總計,男,16289
臺北市,2024,交通接送服務,,總計,女,24571
臺北市,2024,交通接送服務,,第2級,計,4378
臺北市,2024,交通接送服務,,第2級,男,1436
臺北市,2024,交通接送服務,,第2級,女,2942
臺北市,2024,交通接送服務,,第3級,計,6117
臺北市,2024,交通接送服務,,第3級,男,2259
臺北市,2024,交通接送服務,,第3級,女,3858
臺北市,2024,交通接送服務,,第4級,計,8708
臺北市,2024,交通接送服務,,第4級,男,3348
臺北市,2024,交通接送服務,,第4級,女,5360
臺北市,2024,交通接送服務,,第5級,計,5964
臺北市,2024,交通接送服務,,第5級,男,2690
臺北市,2024,交通接送服務,,第5級,女,3274
臺北市,2024,交通接送服務,,第6級,計,4077
臺北市,2024,交通接送服務,,第6級,男,1693
臺北市,2024,交通接送服務,,第6級,女,2384
臺北市,2024,交通接送服務,,第7級,計,5332
臺北市,2024,交通接送服務,,第7級,男,2201
臺北市,2024,交通接送服務,,第7級,女,3131
臺北市,2024,交通接送服務,,第8級,計,6284
臺北市,2024,交通接送服務,,第8級,男,2662
臺北市,2024,交通接送服務,,第8級,女,3622
