機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目
臺北市立聯合醫院(和平婦幼院區),B20100009,B2,臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833496,25.0355300903,B,專業照護服務
臺北市立聯合醫院(忠孝院區),B20100006,B2,臺北市,南港區,臺北市南港區中南里同德路87號,121.5861587524,25.0466041565,B,專業照護服務
臺北市立聯合醫院(林森中醫院區),B20100010,B2,臺北市,中山區,臺北市中山區健民林森北路530號,121.5254745483,25.0634632111,B,專業照護服務
臺北市立聯合醫院(陽明院區),B20100008,B2,臺北市,士林區,臺北市士林區岩山里雨聲街105號,121.5314865112,25.1048316956,B,專業照護服務
臺北市立聯合醫院居家式服務類長期照顧服務機構,1U0100001,1,臺北市,大同區,臺北市大同區玉泉里鄭州路145號,121.5093231201,25.0509700775,B,居家服務
臺北市立聯合醫院附設中興住宿長照機構,3C0100001,3,臺北市,大同區,臺北市大同區玉泉里鄭州路145號10樓B、C 區,121.5088882446,25.0506916046,B,喘息服務
臺北市立聯合醫院附設中興居家護理所,B10100072,B1,臺北市,大同區,臺北市大同區鄭州路145號2樓,1.0,1.0,B,專業照護服務
臺北市立聯合醫院附設仁愛居家護理所,B10100070,B1,臺北市,大安區,臺北市大安區仁愛路4段10號,121.5453033447,25.0375404358,B,專業照護服務
臺北市立聯合醫院附設仁愛護理之家,A30100021,A3,臺北市,大安區,臺北市大安區仁愛路四段10號南棟4樓,121.5453033447,25.0375404358,B,日間照顧服務
臺北市立聯合醫院附設和平婦幼居家護理所,B10100073,B1,臺北市,中正區,臺北市中正區中華路2段33號,1.0,1.0,B,專業照護服務
臺北市立聯合醫院附設林森中醫居家護理所,B10100077,B1,臺北市,中山區,臺北市中山區林森北路530號6樓,121.5255279541,25.063451767,B,專業照護服務
臺北市立聯合醫院附設陽明居家護理所,B10100071,B1,臺北市,士林區,臺北市士林區雨聲街105號6樓,1.0,1.0,B,專業照護服務
臺北市立聯合醫院附設陽明護理之家,A30100023,A3,臺北市,士林區,臺北市士林區雨聲街105號7樓,121.5315628052,25.1051940918,B,日間照顧服務
臺北市立萬芳醫院-委託臺北醫學大學辦理,B20100002,B2,臺北市,文山區,臺北市文山區興光里興隆路三段111號,121.5581436157,24.9999008179,A,個案管理服務
臺北市立萬芳醫院-委託臺北醫學大學辦理附設護理之家,A30100026,A3,臺北市,文山區,臺北市文山區興隆路三段111號12樓,121.5583267212,25.0003051758,B,喘息服務
臺北市立萬芳醫院–委託臺北醫學大學辦理附設居家護理所,B10100056,B1,臺北市,文山區,臺北市文山區萬美街一段25號B1,121.5583267212,25.0003051758,B,專業照護服務
臺北市立關渡醫院-委託臺北榮民總醫院經營,B20100020,B2,臺北市,北投區,臺北市北投區知行路225巷12號,121.4661254883,25.1203136444,A,個案管理服務
臺北市立關渡醫院-委託臺北榮民總醫院經營附設居家護理,B10100055,B1,臺北市,北投區,臺北市北投區知行路225巷12號,121.4663543701,25.1201877594,B,專業照護服務;喘息服務
臺北市立關渡醫院-委託臺北榮民總醫院經營附設護理之家,A30100005,A3,臺北市,北投區,臺北市北投區知行路225巷12號6、12樓,121.4661254883,25.1203136444,B,喘息服務
臺北市萬華區保德社區發展協會,BF0100072,BF,臺北市,萬華區,臺北市萬華區保德里東園街140巷10號,121.4970092773,25.023311615,C,巷弄長照站
臺北市萬華區日祥里辦公處,BG0100007,BG,臺北市,萬華區,臺北市萬華區日祥里萬大路423巷54號1樓,121.5005264282,25.0212249756,C,巷弄長照站
臺北市萬華區華江社區發展協會,BF0100071,BF,臺北市,萬華區,臺北市萬華區華江里長順街臨62號,121.4907455444,25.0313491821,C,巷弄長照站
臺北市萬華區萬大社區發展協會,BF0100070,BF,臺北市,萬華區,臺北市萬華區壽德里萬大路329巷25號1樓(里民活動場所)台北市壽德里萬大路329巷27弄4號1樓(協會新增活動場所)台北市萬大路411號2樓(萬青區民活動中心),121.5010757446,25.0237579346,C,巷弄長照站
臺北市萬華區青年社區發展協會,BF0100169,BF,臺北市,萬華區,臺北市萬華區新和里中華路2段416巷9-3、9-4號(青年國宅),121.5043869019,25.0267829895,C,巷弄長照站
臺北市長立健康樂活協會,BF0100020,BF,臺北市,大安區,臺北市大安區龍陣里瑞安街75號3樓,121.5410919189,25.0282421112,C,巷弄長照站
臺北市麗山社區關懷協會,BF0100034,BF,臺北市,內湖區,臺北市內湖區港都里麗山街348巷22號1-2樓及24號2樓,121.5742340088,25.0819530487,C,巷弄長照站
臺北榮民總醫院,B10100015,B1,臺北市,北投區,臺北市北投區永欣里石牌路二段201號,121.5203857422,25.1192111969,B,專業照護服務
臺北榮民總醫院,B20100019,B2,臺北市,北投區,臺北市北投區北投石牌路二段201號,121.5203857422,25.1192111969,A,個案管理服務
臺北榮民總醫院附設居家護理所,B10100068,B1,臺北市,北投區,臺北市北投區石牌路二段322號致德樓R2,1.0,1.0,B,專業照護服務
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,2U0100001,2,臺北市,北投區,臺北市北投區永欣里石牌路二段322號1樓,121.5203857422,25.1192111969,B,日間照顧服務
臺北醫學大學附設醫院,B20100021,B2,臺北市,信義區,臺北市信義區吳興街252號,121.5631103516,25.0270404816,A,個案管理服務
臺北醫學大學附設醫院,B20100021,B2,臺北市,信義區,臺北市信義區吳興街252號,121.5631103516,25.0270404816,B,營養餐飲服務
與樂職能治療所,B50100018,B5,臺北市,南港區,臺北市南港區八德路四段881號2樓,121.5804519653,25.0508384705,B,專業照護服務
芊潁顧問有限公司附設臺北市私立芊潁居家長照機構,1R0100020,1,臺北市,中山區,臺北市中山區行政里建國北路3段94號2樓(D201室),121.5344696045,25.0666828156,B,喘息服務;居家服務
芯昀有限公司附設臺北市私立芯昀居家長照機構,1V0100057,1,臺北市,北投區,臺北市北投區珠海路31號1樓,121.5023193359,25.1381511688,B,居家服務
花甲樂股份有限公司附設臺北市私立文山花甲樂社區長照機構,2V0100011,2,臺北市,文山區,臺北市文山區景興路222號1樓,121.5432815552,24.9910984039,B,喘息服務;日間照顧服務
苷心有限公司附設臺北市私立苷心居家長照機構,1V0100051,1,臺北市,大安區,臺北市大安區車層里忠孝東路四段235號11樓1113室,121.5537796021,25.0416202545,B,喘息服務;居家服務
荃能職能治療所,B50100020,B5,臺北市,松山區,臺北市松山區寶清街89巷46號,121.5692749023,25.0522785187,B,專業照護服務
行一診所,B20100036,B2,臺北市,大安區,臺北市大安區新生南路3段19巷8號3樓之1,121.5354919434,25.0248851776,B,居家失能個案家庭醫師照護服務
衛生福利部基隆醫院附設南港綜合長照機構,4A0100001,4,臺北市,南港區,臺北市南港區南港路二段78號3-5樓,121.6034469604,25.053981781,B,日間照顧服務
詠馨長照社團法人附設台北市私立詠馨住宿長照機構,3R0100002,3,臺北市,北投區,臺北市北投區林泉里011鄰幽雅路19號1-4樓,121.5141448975,25.1366672516,B,喘息服務
詮順居家長照有限公司附設臺北市私立詮順居家長照機構,1R0100024,1,臺北市,中山區,臺北市中山區力行里復興北路62號2樓之2,121.5427703857,25.0483798981,B,居家服務;喘息服務
謙和園健康福祉有限公司附設臺北市私立溫邸家居家長照機構,1V0100020,1,臺北市,中山區,臺北市中山區民安里新生北路2段72巷23號1樓,121.5212478638,25.0570869446,B,居家服務;喘息服務
護老生活有限公司附設臺北市私立護老互助居家長照機構,1R0100082,1,臺北市,大安區,臺北市大安區四維路198巷30弄10號2樓之3,121.5458450317,25.0265197754,B,居家服務
財團法人一粒麥子社會福利慈善事業基金會(中正國宅社區照顧關懷據點),BD0100054,BD,臺北市,萬華區,臺北市萬華區新安里萬大路237巷13弄3號,121.5055847168,25.0258407593,C,巷弄長照站
財團法人一粒麥子社會福利慈善事業基金會(中正國宅社區照顧關懷據點),BE0100054,BE,臺北市,萬華區,臺北市萬華區青年路52號1樓之2,121.5034942627,25.0254840851,B,喘息服務
財團法人一粒麥子社會福利慈善事業基金會附設臺北市私立有福居家長照機構,1S0100013,1,臺北市,萬華區,臺北市萬華區興寧街66巷2號1樓,121.5009613037,25.0267696381,B,居家服務;喘息服務
財團法人一粒麥子社會福利慈善事業基金會附設臺北市私立莒光社區長照機構,2R0100026,2,臺北市,萬華區,臺北市萬華區雙園里萬大路22號3樓之1,121.5004348755,25.0318412781,B,社區式交通接送服務(BD03);喘息服務;日間照顧服務
財團法人中保關懷社會福利基金會附設臺北市私立芝山社區長照機構,2S0100029,2,臺北市,士林區,臺北市士林區德行東路285號忠孝樓3樓,121.5364303589,25.1103858948,B,日間照顧服務
財團法人中華基督教廈門街浸信會,BD0100032,BD,臺北市,中正區,臺北市中正區螢圃里15鄰廈門街81巷20號,121.5192871094,25.0242958069,C,巷弄長照站
財團法人中華基督教衛理公會平安堂,BF0100158,BF,臺北市,文山區,臺北市文山區興安里仙岩路16巷37號,121.5489425659,24.9983139038,C,巷弄長照站
財團法人中華基督教衛理公會恩友堂,BD0100047,BD,臺北市,松山區,臺北市松山區安平里寶清街123號,121.5675964355,25.0541591644,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會,BE0100052,BE,臺北市,信義區,臺北市信義區永吉里永吉里松隆路327號,121.5787506104,25.0484046936,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會松山聯絡處,BF0100178,BF,臺北市,松山區,臺北市松山區吉祥里南京東路五段188號16樓,121.5637435913,25.0512123108,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會臺北市私立慈濟居家長照機構,1S0100011,1,臺北市,萬華區,臺北市萬華區莒光路222號5樓,121.50025177,25.0313358307,A,個案管理服務
財團法人中華民國佛教慈濟慈善事業基金會臺北市私立慈濟居家長照機構,1S0100011,1,臺北市,萬華區,臺北市萬華區莒光路222號5樓,121.50025177,25.0313358307,B,居家服務;喘息服務
財團法人中華民國台灣基督教信義會內湖教會,BD0100080,BD,臺北市,內湖區,臺北市內湖區港都里港墘路100巷2號1樓,121.5772171021,25.0802307129,C,巷弄長照站
財團法人中華民國唐氏症基金會附設臺北市私立唐氏症居家長照機構,1S0100015,1,臺北市,南港區,臺北市南港區中南里忠孝東路7段520號7樓,121.6107788086,25.0523052216,B,喘息服務;居家服務
財團法人中華民國大同老人福利基金會,BD0100050,BD,臺北市,信義區,臺北市信義區興雅里基隆路一段155號3樓之8,121.5654144287,25.0421867371,C,巷弄長照站
財團法人以琳基督徒中心,BD0100051,BD,臺北市,南港區,臺北市南港區合成里中坡北路92號2樓,121.5804824829,25.0479354858,C,巷弄長照站
財團法人伊甸社會福利基金會,BA0100045,BA,臺北市,文山區,臺北市文山區萬美街一段55號3樓,121.5681152344,25.0023422241,B,交通接送服務(DA01)
財團法人伊甸社會福利基金會,BD0100001,BD,臺北市,文山區,臺北市文山區萬芳里萬美街一段55號3樓,121.5681152344,25.0023422241,A,個案管理服務
財團法人伊甸社會福利基金會,BD0100087,BD,臺北市,文山區,臺北市文山區萬芳里文山區萬美街一段55號3樓,121.5681152344,25.0023422241,B,交通接送服務(DA01);社區式交通接送服務(BD03)
財團法人伊甸社會福利基金會(松山區八德路),BD0100061,BD,臺北市,松山區,臺北市松山區復勢里八德路三段155巷4弄35號1樓,121.5556030273,25.0489234924,C,巷弄長照站
財團法人伊甸社會福利基金會附設臺北市私立台北居家式服務類長期照顧服務機構,1S0100001,1,臺北市,北投區,臺北市北投區裕民里裕民六路120號,121.5176467896,25.1145343781,B,到宅沐浴車服務;居家服務
財團法人伊甸社會福利基金會附設臺北市私立頤福社區式長期照顧服務機構,2S0100012,2,臺北市,北投區,臺北市北投區裕民六路120號3樓,121.5176315308,25.1145401001,B,日間照顧服務
財團法人伽耶山基金會,BD0100085,BD,臺北市,中正區,臺北市中正區文北里濟南路二段36號2樓、3樓、4樓,121.5296020508,25.0406093597,C,巷弄長照站
財團法人佳醫健康基金會附設臺北市私立佳醫居家長照機構,1S0100012,1,臺北市,松山區,臺北市松山區南京東路五段8-10號503室,121.5583496094,25.0513381958,B,居家服務;喘息服務
財團法人利伯他茲教育基金會(木柵復活堂),BD0100043,BD,臺北市,文山區,臺北市文山區木新里永安街1號,121.5702514648,24.9874591827,B,喘息服務
財團法人利伯他茲教育基金會(木柵復活堂),BD0100043,BD,臺北市,文山區,臺北市文山區木新里永安街1號,121.5702514648,24.9874591827,C,巷弄長照站
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,BD0100053,BD,臺北市,萬華區,臺北市萬華區仁德里桂林路27號1樓及桂林路31號1樓,121.5048599243,25.0379810333,C,巷弄長照站
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),BD0100034,BD,臺北市,中正區,臺北市中正區永功里三元街198號1樓,121.5119018555,25.0276737213,C,巷弄長照站
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(松江靈糧福音中心),BF0100120,BF,臺北市,中山區,臺北市中山區松江里民權東路二段146號2樓,121.5342330933,25.0622348785,C,巷弄長照站
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(雙園靈糧福音中心),BD0100066,BD,臺北市,萬華區,臺北市萬華區和德里西園路2段362及 364號4樓、362號5樓,121.4915847778,25.0253124237,C,巷弄長照站
財團法人台北市中國基督教靈糧世界佈道會士林靈糧堂,BD0100006,BD,臺北市,士林區,臺北市士林區忠誠路二段53巷7號5樓,121.5322875977,25.1114368439,A,個案管理服務
財團法人台北市中華基督教信義會(復興堂),BD0100082,BD,臺北市,信義區,臺北市信義區中興里信義路4段375號10樓之2,121.5577316284,25.0332832336,C,巷弄長照站
財團法人台北市中華基督教藝人之家,BD0100083,BD,臺北市,信義區,臺北市信義區五常里松隆路102號13樓,121.5710296631,25.0458831787,C,巷弄長照站
財團法人台北市中華基督教衛理公會衛理堂,BF0100102,BF,臺北市,大安區,臺北市大安區民輝里新生南路1段113號,121.5330581665,25.0396938324,C,巷弄長照站
財團法人台北市北投文化基金會,BD0100079,BD,臺北市,北投區,臺北市北投區林泉里中山路5-12號,121.5096054077,25.1380062103,C,巷弄長照站
財團法人台北市台北中華基督教會(公理堂),BD0100029,BD,臺北市,中山區,臺北市中山區康樂里中山北路2段45巷39號,121.5250244141,25.0544643402,C,巷弄長照站
財團法人台北市城東基督長老教會,BF0100088,BF,臺北市,大安區,臺北市大安區建倫里安和路1段43號2樓及45號1樓,121.5510559082,25.0386104584,C,巷弄長照站
財團法人台北市基督教全人福利事業基金會(吳興教會),BD0100063,BD,臺北市,信義區,臺北市信義區三張里吳興街269巷18弄6號,121.5647735596,25.0270957947,C,巷弄長照站
財團法人台北市基督教台灣貴格會內湖慈光堂,BF0100150,BF,臺北市,內湖區,臺北市內湖區瑞陽里文德路66巷49弄5號,121.5820465088,25.0772151947,C,巷弄長照站
財團法人台北市基督教台灣貴格會忠湖教會,BF0100124,BF,臺北市,內湖區,臺北市內湖區湖元里民權東路6段56巷5弄8號1樓,121.5852966309,25.0682582855,C,巷弄長照站
財團法人台北市天母基督教會,BD0100013,BD,臺北市,士林區,臺北市士林區天母里天玉街63.65號,121.5274658203,25.1197090149,C,巷弄長照站
財團法人台北市建成基督長老教會,BF0100172,BF,臺北市,大同區,臺北市大同區建泰里承德路一段77巷29號,121.5184249878,25.0521259308,C,巷弄長照站
財團法人台北市東門基督長老教會,BD0100084,BD,臺北市,中正區,臺北市中正區三愛里仁愛路二段76號,121.5302581787,25.0380210876,C,巷弄長照站
財團法人台北市松年長春社會福利基金會(開元),BD0100072,BD,臺北市,文山區,"臺北市文山區木新里開元街25,27號",121.5690612793,24.9890937805,C,巷弄長照站
財團法人台北市林坤地仁濟文教基金會,BF0100118,BF,臺北市,松山區,臺北市松山區美仁里八德路3段25號藝文推廣處二樓電化教室,121.5520172119,25.0483512878,C,巷弄長照站
財團法人台北市活石基督徒團契,BF0100156,BF,臺北市,文山區,臺北市文山區萬興里指南路二段45巷24弄17號,121.5753631592,24.9894638062,C,巷弄長照站
財團法人台北市私立愛愛院,A10100162,A1,臺北市,萬華區,臺北市萬華區大理街175巷27號,121.4955291748,25.0345592499,A,個案管理服務
財團法人台北市私立愛愛院,A10100162,A1,臺北市,萬華區,臺北市萬華區大理街175巷27號,121.4955291748,25.0345592499,B,喘息服務;日間照顧服務
財團法人台北市立心慈善基金會,BD0100007,BD,臺北市,萬華區,臺北市萬華區桂林路242巷4號4樓之2?,121.4952468872,25.0378856659,A,個案管理服務
財團法人台北市立心慈善基金會,BD0100007,BD,臺北市,萬華區,臺北市萬華區桂林路242巷4號4樓之2?,121.4952468872,25.0378856659,B,喘息服務
財團法人台北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,1S0100005,1,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號2樓,121.5023727417,25.0320262909,B,居家服務;喘息服務
財團法人台灣基督傳道會復生教會,BD0100052,BD,臺北市,南港區,臺北市南港區舊莊里南深路21巷18號,121.6219482422,25.0378665924,C,巷弄長照站
財團法人台灣基督教恩惠福音會,BD0100037,BD,臺北市,內湖區,臺北市內湖區港墘里內湖路1段608號,121.5785827637,25.0785942078,B,喘息服務
財團法人台灣基督教恩惠福音會,BD0100037,BD,臺北市,內湖區,臺北市內湖區港墘里內湖路1段608號,121.5785827637,25.0785942078,C,巷弄長照站
財團法人台灣基督教福利會,BD0100088,BD,臺北市,中正區,臺北市中正區杭州南路1段101巷28-4號2樓,121.5271224976,25.0373401642,B,營養餐飲服務
財團法人台灣基督教道生院附設臺北市私立道生院老人長期照顧中心(養護型),A10100112,A1,臺北市,北投區,臺北市北投區秀山里002鄰中和街錫安巷112號1.2樓及地下1樓,121.5004806519,25.1477241516,B,喘息服務
財團法人台灣省私立健順養護中心(松山老人服務暨日間照顧中心),BD0100078,BD,臺北市,松山區,臺北市松山區鵬程里健康路317號1樓,121.5666122437,25.0544681549,C,巷弄長照站
財團法人台灣老人急重症基金會(聚盛據點),BF0100128,BF,臺北市,中山區,臺北市中山區聚盛里民生東路一段42號7樓之3,121.5418777466,25.081401825,C,巷弄長照站
財團法人台灣聖公會牧愛堂,BE0100049,BE,臺北市,士林區,臺北市士林區後港里後港里中正路511號,121.5174560547,25.0913600922,B,營養餐飲服務
財團法人味全文化教育基金會,BD0100027,BD,臺北市,中山區,臺北市中山區中央里松江路125號4樓,121.5333023071,25.0530853271,C,巷弄長照站
財團法人基督教中國佈道會,BD0100039,BD,臺北市,內湖區,臺北市內湖區康寧里康寧路3段99巷39弄66號,121.6105422974,25.0741958618,C,巷弄長照站
財團法人基督教台灣信義會(內湖思恩堂),BD0100042,BD,臺北市,內湖區,臺北市內湖區紫星里康寧路一段62號,121.5921554565,25.0800552368,C,巷弄長照站
財團法人基督教台灣信義會(大直真理堂),BF0100110,BF,臺北市,中山區,臺北市中山區金泰里樂群二路142號及144號2樓敬業三路162巷109號1樓,121.5575408936,25.0803947449,C,巷弄長照站
財團法人基督教台灣神召會,BD0100025,BD,臺北市,大安區,臺北市大安區昌隆里忠孝東路3段217巷5弄8號,121.5392684937,25.0434436798,C,巷弄長照站
財團法人基督教救世軍,BD0100040,BD,臺北市,內湖區,臺北市內湖區西湖里內湖路一段285巷63弄7號,121.567237854,25.084072113,C,巷弄長照站
財團法人天下為公社會福利慈善事業基金會,BD0100059,BD,臺北市,士林區,臺北市士林區承德路4段306號9樓,121.5186309814,25.0896549225,A,個案管理服務
財團法人天主教失智老人社會福利基金會,BD0100089,BD,臺北市,萬華區,臺北市萬華區德昌街125巷11號,121.4969329834,25.023639679,A,個案管理服務
財團法人天主教失智老人社會福利基金會受託經營管理本市萬華老人服務中心,BD0100091,BD,臺北市,萬華區,臺北市萬華區西寧南路4號A棟3樓,121.5070419312,25.0479316711,B,營養餐飲服務
財團法人天主教失智老人社會福利基金會附設臺北市私立東湖聖若瑟社區長照機構,2S0100034,2,臺北市,內湖區,臺北市內湖區東湖路1號3樓,121.6123657227,25.0691013336,B,日間照顧服務;社區式交通接送服務(BD03)
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,A10100031,A1,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,121.4969329834,25.023639679,B,小規模多機能服務;日間照顧服務;喘息服務
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟居家式服務類長期照顧服務機構,1S0100009,1,臺北市,萬華區,臺北市萬華區保德里德昌街119號,121.4968490601,25.0241794586,B,喘息服務;居家服務
財團法人天主教聖母聖心會,BD0100004,BD,臺北市,中正區,臺北市中正區中山北路一段2號,121.519493103,25.0460567474,B,喘息服務
財團法人天主教遣使會-聖文生之友社區關懷據點,BD0100017,BD,臺北市,士林區,臺北市士林區天山里中山北路7段134號,121.5322494507,25.1227893829,C,巷弄長照站
財團法人宜蘭縣私立力麗社會福利慈善事業基金會附設臺北市私立力麗居家式服務類長期照顧服務機構,1S0100007,1,臺北市,中正區,臺北市中正區南福里和平西路一段107號,121.5174331665,25.0270843506,B,居家服務;喘息服務
財團法人弘道老人福利基金會,BD0100058,BD,臺北市,松山區,臺北市松山區復興北路451號1樓,121.5444335938,25.0639877319,A,個案管理服務
財團法人弘道老人福利基金會附設臺北市私立弘道居家式服務類長期照顧服務機構,1S0100002,1,臺北市,松山區,臺北市松山區民福里復興北路451號,121.5444793701,25.0639839172,B,居家服務
財團法人弘道老人福利基金會附設臺北市私立西松社區長照機構,2S0100022,2,臺北市,松山區,臺北市松山區東榮里南京東路五段251巷46弄5號,121.5646896362,25.0533218384,B,日間照顧服務;營養餐飲服務;喘息服務;小規模多機能服務
財團法人恆安社會福利慈善事業基金會,BD0100093,BD,臺北市,大安區,臺北市大安區群賢里和平東路二段295號12樓,121.5421218872,25.0249919891,A,個案管理服務
財團法人恆安社會福利慈善事業基金會附設臺北市私立恆安居家式服務類長期照顧服務機構,1S0100008,1,臺北市,大安區,臺北市大安區群賢里和平東路二段295號12樓,121.5446929932,25.0249919891,B,喘息服務;居家服務;營養餐飲服務
財團法人恆安社會福利慈善事業基金會附設臺北市私立恆安老人長期照顧中心(長期照護型),BD0100086,BD,臺北市,萬華區,臺北市萬華區水源路187號,121.5107727051,25.0236053467,B,營養餐飲服務
財團法人成長文教基金會,BD0100022,BD,臺北市,大安區,臺北市大安區仁慈里東豐街1號2樓,121.5439224243,25.0361804962,C,巷弄長照站
財團法人政慧發展社會福利慈善事業基金會,BD0100026,BD,臺北市,中山區,臺北市中山區朱園里南京東路二段160號7樓,121.5344543457,25.0517292023,C,巷弄長照站
財團法人新北市基督教新希望教會(中山五常),BD0100030,BD,臺北市,中山區,臺北市中山區下埤里龍江路377巷20號1樓,121.5421142578,25.0645675659,B,喘息服務
財團法人新北市基督教新希望教會(中山五常),BD0100030,BD,臺北市,中山區,臺北市中山區下埤里龍江路377巷20號1樓,121.5421142578,25.0645675659,C,巷弄長照站
財團法人新北市基督教新希望教會(德行據點),BD0100018,BD,臺北市,士林區,臺北市士林區德行里雙溪街140號1樓,121.5243759155,25.1004219055,C,巷弄長照站
財團法人新北市基督教新希望教會(百齡長青),BD0100014,BD,臺北市,士林區,臺北市士林區前港里承德路4段190號4樓,121.5222854614,25.0872001648,B,喘息服務
財團法人新北市基督教新希望教會(百齡長青),BD0100014,BD,臺北市,士林區,臺北市士林區前港里承德路4段190號4樓,121.5222854614,25.0872001648,C,巷弄長照站
財團法人獎卿護理展望基金會大台北居家護理所,B10100007,B1,臺北市,大安區,臺北市大安區龍坡里和平東路一段216號,121.5318603516,25.0260295868,B,居家失能個案家庭醫師照護服務;專業照護服務
財團法人獎卿護理展望基金會私立臺北居家長照機構,1S0100006,1,臺北市,大安區,臺北市大安區龍坡里和平東路一段216號,121.5318603516,25.0260295868,B,居家服務;喘息服務
財團法人環宇國際文化教育基金會(中正文盛),BF0100104,BF,臺北市,中正區,臺北市中正區文盛里羅斯福路三段240巷17弄3號,121.5291442871,25.0177001953,B,喘息服務
財團法人環宇國際文化教育基金會(中正文盛),BF0100104,BF,臺北市,中正區,臺北市中正區文盛里羅斯福路三段240巷17弄3號,121.5291442871,25.0177001953,C,巷弄長照站
財團法人福智慈善基金會(內湖路2段),BD0100041,BD,臺北市,內湖區,臺北市內湖區內湖里內湖路2段484號4樓及482號、484號、486號、488號3樓,121.5932922363,25.084280014,C,巷弄長照站
財團法人福智慈善基金會(天母據點),BD0100015,BD,臺北市,士林區,臺北市士林區蘭興里中山北路六段243號1F,121.5251617432,25.1092243195,C,巷弄長照站
財團法人福智慈善基金會(安和據點),BD0100024,BD,臺北市,大安區,臺北市大安區光信里信義路4段265巷21弄1號1樓3號1樓,121.5549850464,25.0343284607,C,巷弄長照站
財團法人福智慈善基金會(東湖教室),BD0100038,BD,臺北市,內湖區,臺北市內湖區五分里東湖路106巷2號、6號、8號,121.6154556274,25.0683021545,C,巷弄長照站
財團法人私立健順養護中心受託經營管理本市南港老人服務中心,BD0100092,BD,臺北市,南港區,臺北市南港區重陽路187巷5號1、2樓,121.5987014771,25.057723999,B,營養餐飲服務
財團法人私立台北仁濟院(大同區),BD0100009,BD,臺北市,萬華區,臺北市萬華區廣州街200號,121.4980926514,25.0366802216,B,營養餐飲服務
財團法人私立台北仁濟院(萬華區),BD0100010,BD,臺北市,萬華區,臺北市萬華區廣州街200號,121.4980926514,25.0366802216,B,營養餐飲服務
財團法人私立台北醫學大學附設醫院附設居家護理所,B20100001,B2,臺北市,信義區,臺北市信義區莊敬路330號5樓,121.5631103516,25.0270404816,B,營養餐飲服務;專業照護服務
財團法人私立廣恩老人養護中心附設臺北市私立松山健康社區長照機構,2S0100023,2,臺北市,松山區,臺北市松山區健康路225巷11號1樓,121.5622634888,25.0545349121,B,小規模多機能服務;喘息服務
財團法人老五老基金會,BD0100094,BD,臺北市,北投區,臺北市北投區石牌路一段14號,121.5107498169,25.1131153107,A,個案管理服務
財團法人老五老基金會附設臺北市私立老五老居家式服務類長期照顧服務機構,1S0100003,1,臺北市,北投區,臺北市北投區吉慶里石牌路1段14號3樓,121.5131072998,25.1103668213,A,個案管理服務
財團法人老五老基金會附設臺北市私立老五老居家式服務類長期照顧服務機構,1S0100003,1,臺北市,北投區,臺北市北投區吉慶里石牌路1段14號3樓,121.5131072998,25.1103668213,B,居家服務;喘息服務
財團法人耕莘文教基金會,BF0100089,BF,臺北市,中正區,臺北市中正區文盛里辛亥路1段22號4樓,121.5289077759,25.018913269,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會,BD0100045,BD,臺北市,松山區,臺北市松山區慈祐里饒河街105號,121.5739746094,25.0505619049,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會(中山),BD0100081,BD,臺北市,中山區,臺北市中山區行仁里龍江路318巷7號1樓,121.5404205322,25.0648403168,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會(中正),BD0100033,BD,臺北市,中正區,臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會),121.5198974609,25.0300121307,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會(士林),BD0100016,BD,臺北市,士林區,臺北市士林區天山里中山北路七段122號3樓,121.5321044922,25.122428894,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會(景華),BF0100153,BF,臺北市,文山區,臺北市文山區景華里景華街49巷1號,121.5427932739,24.9952831268,C,巷弄長照站
財團法人臺北市松年長春社會福利基金會大橋教會,BD0100021,BD,臺北市,大同區,臺北市大同區景星里迪化街2段65號,121.5095901489,25.0649261475,C,巷弄長照站
財團法人臺北市華夏婦女文教基金會,BD0100020,BD,臺北市,士林區,臺北市士林區岩山里至誠路1段62巷28號,121.536277771,25.101644516,C,巷弄長照站
財團法人臺北市阿瑪社會福利慈善事業基金會,BD0100060,BD,臺北市,大安區,臺北市大安區永康里信義路二段148巷6號1樓,121.528503418,25.0329818726,C,巷弄長照站
